Label	Tweet	HS	Abusive	HS_Individual	HS_Group	HS_Religion	HS_Race	HS_Physical	HS_Gender	HS_Other	HS_Weak	HS_Moderate	HS_Strong	result_HS
1	Itu Yg mencaci ulama siapa mmg nya klo bkn org kafir dan munafik,,,,pake otak mu pekok'	1	1	1	0	0	0	0	0	1	1	0	0	1
1	neng ...itu bpk yg terhormat ga pke mulut klo ngomong.mohon maaf dia pke SILIT'	1	1	1	0	0	0	1	0	0	1	0	0	1
0	Ritual Puasa tiap tanggal 10 Muharram adalah tradisi Yahudi di madinah waktu itu...  Menyembelih Kambing utk Bayi yg baru lahir adalah kebiasaan Arab utk mengekspresikan Kebahagiaan datangnya anggota keluarga baru... J	0	0	0	0	0	0	0	0	0	0	0	0	0
0	Gubernur Indonesia kita ini , Pa memang Woooow..! Salah satu Putra Terbaik Bangsa Indonesia Pribumi yg memang layak memimpin Negeri ini.; Semoga Allah SWT melindungi, meluruskan perjuangan demi tegakan Islam, memajukan bangsa Negara.	0	0	0	0	0	0	0	0	0	0	0	0	0
0	Islam yg rahmatan lil alamin, Kristen yang cinta kasih, Hindu Budha Konghucu yang penuh kedamaian. Semua agama ajarkan kebaikan PraKhotbah	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Gw sejak akil baliq 17 tahun Islam. Diperlakukan tidak adil. Gw bilang pernah. Bacot elo pernah bikin gak adil umat Islam.'	1	1	1	0	0	0	0	0	1	1	0	0	1
1	Ajak rakyat wisata ziarah dalam negeri, jangan biarkan rakyat terus ditipu melakukan ziarah Umroh & Haji	1	0	0	1	1	0	0	0	0	0	1	0	1
1	MULUT KAMPANG'	1	1	1	0	0	0	1	0	0	1	0	0	1
1	Biasa Prof.... rombongan cebong IQ dangkal asal nguap aja'	1	1	0	1	0	0	0	0	1	0	1	0	1
1	ak :( anak kampang ggggg'	1	1	1	0	0	0	0	0	1	1	0	0	1
1	Ngedance cewe gak bisa luwes, cowo gabisa nguci. Tai.'	0	1	0	0	0	0	0	0	0	0	0	0	1
1	udah gapaham lagideh sama otak cebong	1	1	0	1	0	0	0	0	1	0	1	0	1
1	bubar bangsad'	1	1	0	1	0	0	0	0	1	0	1	0	1
1	Agar dapat bekerja BERSIH, jajaran KemenAg harus tahu, Allah SWT menjanjikan rampasan, bukan Tuhan dan harus DIBUANG	1	0	0	1	1	0	0	0	0	0	1	0	1
0	Kira2 yg pantas jadi Presiden 2019 siapa, ya?; ; Yg telanjang Dada, ga ah karena Pesimis.; ; 2019TetapJokowi; 2019LanjutJokowi	0	0	0	0	0	0	0	0	0	0	0	0	0
1	rlp yeoja tantik culik gw donk bawa ke rumah luh .gw nguntungin lo. tar bisa ngentot spuas nya truz bisa di sembelehin ndiri kok'	0	1	0	0	0	0	0	0	0	0	0	0	1
0	RRIBantenSiangIni; ; KPU Pangkalpinang Belum Tetapkan DPT Pilkada 2018	0	0	0	0	0	0	0	0	0	0	0	0	0
0	ya Allah jgn la main2 aku takut la gila'	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Usir budha dari tanah jawa!!!!	1	0	0	1	1	0	0	0	0	0	0	1	1
1	Yg mau lengserkan Jok pasti lawan politiknya spt SBY wowo HT TS PKS.biasa bayarin demo-demo..FPI.jgn takut pak Jok.Rakyat TNI POl bela JokAhok	1	0	0	1	0	0	0	0	1	0	1	0	1
0	USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER	0	0	0	0	0	0	0	0	0	0	0	0	0
0	ga kok, aku juga ga mendukung, secara agama haram dan secara sosial kurang baik. tapi kalo ada yg lgbt di sekitar aku, akunya juga ga ngejauh, apalagi kalo itu temen, cukup tau kalo bisa sih dirangkul biar pelan pelan bisa normal lagi'	0	0	0	0	0	0	0	0	0	0	0	0	0
1	[askmf] sedih gaksi waktu orang2 ngeledekin doi tentang kita gitu, dia jawab "najis, bocah."? :"('	0	1	0	0	0	0	0	0	0	0	0	0	1
1	~ Tokoh2 agama yang 'berpolitik praktis' dengan ; untuk identitas keagamaan untuk jabatan2 publik seperti Presiden hingga Lurah?. Itu seperti di lingkungan agama Budha, Ngaku biksu, Tetapi makan daging ; minum miras, Bahkan berkeluarga	1	0	0	1	1	0	0	0	0	0	1	0	1
1	Agus silvy Tukang Fitnah DebatFinalPilkadaJKT	1	0	1	0	0	0	0	0	1	1	0	0	1
1	Bahaya Islam sudah TERBUKTI, lihat Teroris Islam, ISIS dll. di pandang dari sudut mana islam berbahay.	1	0	0	1	1	0	0	0	0	0	1	0	1
0	Rambut aku tuh sebenernya warnanya apa sih kadang oren kadang coklat muda kadang coklat onta'	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Emyu mau kedatangan pemain asal Arab. Biar berkah kayaknya. Kan udah lambangnya setan, dukung LGBT lagi. Jadinya harus diseimbangkan.'	0	1	0	0	0	0	0	0	0	0	0	0	1
0	Sumpaaah kaya kalo abis IAA dilanjut olim sama pagelaran budaya gak siii wkwkw	0	0	0	0	0	0	0	0	0	0	0	0	0
0	Pada wkt agama kristen mulai menguat sekitar Timur Tengah, wkt Byzantium mengakui eksistensi agama ini, terbentuk ormas PARABALANI.; ; Anggota Parabalani umumnya pemuda2 dr kelompok rendah masyarakat tetapi fanatik kristen dan taat pada ulama mereka.	0	0	0	0	0	0	0	0	0	0	0	0	0
0	Mngkn jg karna nama gw yg terkesan Kristen bgt(kata org2) tp ya kata bokap sih karna keren aja gt scr bokap jg bergaul dilingkungan tionghoa'	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Saracen digunakan Anies Sandi utk serang Ahok? Mosok sih? Iya apa iya banget? 	1	0	1	0	0	0	0	0	1	1	0	0	1
0	Tantangan Industri Sawit, Budaya Bakar Lahan Rawan Penyimpangan	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Ayoo jaga keutuhan NKRI!!! Tangkap Penista Agama!!! StopKriminalisasiUlama 	1	0	1	0	1	0	0	0	0	0	0	1	1
1	Nganjing2in seneng. Dianjingin marah. Tolol.'	1	1	1	0	0	0	0	0	1	1	0	0	1
0	Jangan sebarkan demi keamanan sejagat	0	0	0	0	0	0	0	0	0	0	0	0	0
1	anjir ga gitu jg bloon'	1	1	1	0	0	0	0	0	1	1	0	0	1
0	6. Presiden juga menginginkan laporan dari jajaran terkait mengenai detail lain seperti persiapan infrastruktur transportasi, lokasi pertandingan, hingga kesiapan atlet Indonesia yang akan berlaga di AsianGames2018 JokowiPacuPromosiAsianGames Yu	0	0	0	0	0	0	0	0	0	0	0	0	0
1	GANYANG PKI! Perkumpulan Kripik Indo... 	1	0	0	1	0	1	0	0	0	0	0	1	1
1	Orang ini akan nyunsep bersama jokowi 2019. 	1	0	1	0	0	0	0	0	1	1	0	0	1
1	Akhirx berhasil dikotak kotakan dibuat saling benci. Jaman sby gk gini2 amat	1	0	1	0	0	0	0	0	1	1	0	0	1
0	kristen katholik berbeda tradisi dgn kristen protestan mas,di katholik ga pakai musik2 band ato musik yg mnghentak2 tp kita sikapi prbedaan dg bijak,di kristen advent jg ada	0	0	0	0	0	0	0	0	0	0	0	0	0
0	RRIBantenPagiIni; ; Diduga Masalah Ekonomi, Seorang Guru SD Nekat Gantung Diri	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Usir aja duta besarnya Negara yg Kristen aja udah putus hubungan diplomatik.	1	0	1	0	1	0	0	0	0	0	0	1	1
1	PBB Minta Dunia Kumpulkan Dana Kemanusiaan Rp 11,9 Triliun untuk Irak > Sia-sia sebelum Islam dibuang	1	0	0	1	1	0	0	0	0	0	1	0	1
0	A: pribadi yg bergairah, bersemangat, selalu berpikir optimis dan positif	0	0	0	0	0	0	0	0	0	0	0	0	0
0	Pemilu sudah dekat, semua jadi halal, begitulah komunis bekerja'	0	0	0	0	0	0	0	0	0	0	0	0	0
0	Ini mah keren abiez ??????.	0	0	0	0	0	0	0	0	0	0	0	0	0
0	Yang namanya kapitalis emang kejam sih dalam konteks apapun, mending beli di warung2 kecil/toko2 lusinan bisa mensejahterakan rakyat juga. Pertanyaan gua selanjutnya, lu masih inget ga sama gua? Haha'	0	0	0	0	0	0	0	0	0	0	0	0	0
0	Ada orang orang terlahir dengan tubuh yang di sebut cacat oleh kehidupan ini,namun justru memiliki Jiwa yang mengagumkan ?Sebaliknya ,banyak org yg hidup sehat ,justru Jiwa di dalamnya sangat jauh dari kematangan dan kedewasaan'	0	0	0	0	0	0	0	0	0	0	0	0	0
0	Ada yang tak pakai tudung, tapi bagi nasihat tentang agama atau hal baik?; ; Dengarlah nasihat walau dari seorang pelacur, ambil yang baik dan buang yang buruk. Hitam tak semestinya kotor. Putih tak semestinya bersih.	0	0	0	0	0	0	0	0	0	0	0	0	0
0	Saya nggak alim-alim amat, tapi juga nggak bodoh-bodoh amat untuk melupakan bahwa dalam Islam, nikah itu juga soal meningkatkan kualitas ibadah dan membangun pranata bagi generasi penerus.; ; Lha kalau alasannya direduksi jadi "ketimbang zina", memangnya i	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Banyak banget yg blum disebutin, Dan lucunya MASA SAYA DITUNTUT UNTUK SENANG! (Cm orang sinting yg brfikir bwgitu)'	0	1	0	0	0	0	0	0	0	0	0	0	1
0	Maenkan mang	0	0	0	0	0	0	0	0	0	0	0	0	0
0	gue bikin video, isinya photo dan video ucapan selamat ultah untuk dia. YAK!! BOLEH MEMAKI SAYA SEKARANG YAA WAKTUNYA.. nok,	0	0	0	0	0	0	0	0	0	0	0	0	0
1	China Negara Komunies Anti Islam .. Sgt Disesalkan Justru Rezim Berhutang Ma Negara Komunies	1	0	0	1	1	1	0	0	0	0	1	0	1
1	Ayo Muslim hantam terus LGBT, rakyat akan paham yg harus DIBUANG Islam Parmusi Dorong RUU Anti Paham LGBT	1	0	0	1	1	0	0	1	0	0	0	1	1
0	Mana aku tahu, aku kan cebong..'	0	0	0	0	0	0	0	0	0	0	0	0	0
1	lebih baik pilih ahok drpd pilih yg se iman tp koruptor dn munafik !! Bodoh kau	1	1	1	0	1	0	0	0	0	1	0	0	1
1	Entah kenapa pesimisme yang justru ditonjolkan oleh rezim jokowi	1	0	1	0	0	0	0	0	1	1	0	0	1
1	Kenapa ya gue punya kakak laki mulutnya lemes banget kek banci yg lagi marah Mentolo tak guak cangkem e.'	1	1	1	0	0	0	0	1	0	1	0	0	1
1	Bukannya di Negeri ini juga begitu om? Pekerja mah jongos cina doank, kerja dari subuh sampe malam, digaji pas-pasan, yg kaya cina.	1	1	0	1	0	1	0	0	0	0	1	0	1
0	T- tapi, dia ini mencurigakan. Bahkan aku berpikir kalau dia bukan Antek antek papapresident, melainkan sebenarnya dia adalah Agent beras.'	0	0	0	0	0	0	0	0	0	0	0	0	0
1	cebong boros bacot hemat pake otak'	1	1	1	0	0	0	0	0	1	1	0	0	1
0	Siapa tahu, dengan semakin tingginya tingkat fitur pengamanan paspor Indonesia, Negara-Negara asing akan lebih berminat untuk memberikan fasilitas untuk para WNI, khususnya pemegang paspor biasa.'	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Gampangan banget sih jadi orang, baru dipuji dikit aja udah kaya mau ngasih kehormatannya aja haha TOLOL'	1	1	1	0	0	0	0	1	0	1	0	0	1
1	sa ingat monyet mana quote ni :')"	0	1	0	0	0	0	0	0	0	0	0	0	1
0	Politikus apa pelawak? Sorry, kayak karakter pelawak haji bolot. Kalo denger yg die	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Bila sesuai kepentingan jokowi didukung bila mengganggu kepentingan akan disikat	1	0	1	0	0	0	0	0	1	1	0	0	1
0	Hahahahahahah.....jadi ada yang malu2 mengakui kenerja Presiden ya. ????????????	0	0	0	0	0	0	0	0	0	0	0	0	0
1	sing: Pacarku hilang diambil setan apa wajahku kurang serem sayaang.. 	0	1	0	0	0	0	0	0	0	0	0	0	1
1	41. Bila bijak akan memilih opsi mundur dan bila berambisi kekuasaan Jokowi akan pilih opsi bertahan	1	0	1	0	0	0	0	0	1	1	0	0	1
1	Padahal pak jokowi dah pesan kerja kerja dan kerja . Eh ini malah demo sigoblok teh.	1	1	1	0	0	0	0	0	1	1	0	0	1
1	Pak tujuan hidup Muslim beribadat ke Allah SWT bertentangan dgn kepentingan bangsa & negara	1	0	0	1	1	0	0	0	0	0	1	0	1
1	Beritanya BOHONG MULU nih pak jokowi 	1	0	1	0	0	0	0	0	1	1	0	0	1
0	Info : Warga Baduy setelah selesai memperingati tradisi Seba di Pendopo Pemkab Lebak akan dilanjutkan kembali bertemu dengan Gubernur Banten Wahidin Halim hari ini, Sabtu (21/4) SebaBaduy2018 alambanten	0	0	0	0	0	0	0	0	0	0	0	0	0
0	Sitip apa siapa'	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Coba ente kroscek soal tka ke dede yusuf, sama tuh dia juga oposan kaya ente tapi dia realistis dengan data dan mata kepala sendiri, gak kaya ente cuma katanya ente telen dah tuh mentah2	1	0	1	0	0	0	0	0	1	1	0	0	1
0	Kesepakatan bersama 4 ; DodiGiri4Sumsel;	0	0	0	0	0	0	0	0	0	0	0	0	0
0	Iya jg sih.. Yg bilang banyak aseng ; ga jg anggota dpr.. Trus bgmn donk..'	0	0	0	0	0	0	0	0	0	0	0	0	0
0	Bahagianya Selfie dengan di Pesawat Presiden JokowiCakImin	0	0	0	0	0	0	0	0	0	0	0	0	0
0	Apakah henponku cacat:('	0	0	0	0	0	0	0	0	0	0	0	0	0
0	Aduh badan gendut gak PD..Jangan khawatir JUS HERBAL CMP dapat menurunkan BB 2-5 kg /minggunya nyata hasilnya plus mengobati berbagai penyakit kepoin y.minat chat me:hp: 082316861194/ pin :D2907677'	0	0	0	0	0	0	0	0	0	0	0	0	0
1	kontol si abang mengucapkan selamat pagi 	0	1	0	0	0	0	0	0	0	0	0	0	1
1	Pngen bngt dudukin kontol kayak gini nusuk2 perut, siapa yg mo jd kudanya didudukin? bokepgratis memek ngentot	0	1	0	0	0	0	0	0	0	0	0	0	1
1	TIADA PANGKAT YG PALING MULIA DI DUNIA INI SELAIN PANGKAT SEORANG IBU !!!; Sehebat apapun manusia pasti terlahir dari seorang IBU; ; KEAHLIAN CEBONG HANYA 1, TUKANG TIPU !!!; Plonga plongo mengakibatkan optimisme berlebihan; ; 2019GantiPresiden PlongaPlo	1	1	0	1	0	0	0	0	1	0	1	0	1
0	Mampir di tulisan terbaru saya ya. :) BeraniTraveling ; ;	0	0	0	0	0	0	0	0	0	0	0	0	0
0	paling gemes sih sama yang dudukin bangku prioritas tapi lansia bukan, hamil atau bawa anak ngga, cacat apalagi.'	0	0	0	0	0	0	0	0	0	0	0	0	0
0	Saya pernah baca, bila anda berhenti melakukan () atau () selama min 3 bulan, anda akan merasakan setiap hari seperti memakai acid dosis rendah. Saya pengen coba tapi terlalu cupu buat berhasil. Barangkali ada yang mau coba terus beneran, saya bakal berusaha lebih keras'	0	0	0	0	0	0	0	0	0	0	0	0	0
1	LESBI GUA UDAH AJA ANJIR'	0	1	0	0	0	0	0	0	0	0	0	0	1
1	BeritaIslam: Rabbi Israel Sebut Orang Berkulit Hitam Sebagai Monyet Picu Kecaman Keras 	0	1	0	0	0	0	0	0	0	0	0	0	1
1	Mengadu ke Allah agar para pemimpin yang bejat,bangsat,bajingan segera bertaubat kepada Allah dan kembali ke jalan Allah.'	0	1	0	0	0	0	0	0	0	0	0	0	1
0	Perhatikan:  Kampus mana yg pertama kali aksi demo melawan dan menuntut Suharto mundur? Kampus mana yg gencar terus menerus selama lebih 1 bulan aksi demo tanpa henti? Trisakti, Atmajaya, Untar, Unkris, UKI Kampus2 yg terafiliasi dg CSIS, Elit K	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Begitulah Pak jika seseorang sudah mengidap paranoid kayak bapak ini, semua ditangkap	1	0	1	0	0	0	0	0	1	1	0	0	1
1	Membawa nama Islam tp mnggunakan cara PKI. Partai Komunis Syariah'	1	0	0	1	1	1	0	0	0	0	1	0	1
1	Dasar culun dan plongo...'	1	1	1	0	0	0	0	0	1	1	0	0	1
1	Ini sudah termasuk teror , bukan aparat inimah tapi keparat politik.! Bahasanya Mafia politik, hati-hati bos kami tidak takut ancaman / intimidasi Demokrasi. polri  Cat. 	1	1	0	1	0	0	0	0	1	0	1	0	1
1	Gpp lah drpd si tabib cabul.. Teriak2 gak karuan sambi ngocok tongkol minta gbr bugil pecun... Hoaalaaaah gak ngebayang ana.. Dasar binatang 	1	1	1	0	0	0	0	1	0	1	0	0	1
0	Pak harusnya jadi Ulama yang Pewaris Nabi. Menegakkan kebenaran karena data dan keilmuan. Bukan semata Tsiqoh krn yg pertama AL FAHMU. Pak bisa belajar dari perihal 	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Mari kita pecat ahok dari gubernur Jakarta krn hny bikin rusuh dan konflik di negeri ini jangan mau dibohongi ahok	1	0	1	0	0	0	0	0	1	1	0	0	1
1	Ingat-ingat Jokower RT": Nah disini tim sukses Ahok agak terlena mereka lebih mengedepankan hasil kinerja (rasio) ketimbang 2 aspek lain."	1	0	0	1	0	0	0	0	1	0	1	0	1
1	bentar bentar kunyuk mirip siapa yak *mikir keras*'	1	1	1	0	0	0	0	0	1	1	0	0	1
1	Presiden yg mempermalukan bangsanya sendiri, plonga plongo tolah toleh macam boneka idiot	1	1	1	0	0	0	1	0	0	1	0	0	1
1	Keputusan ERKA hari ini harus kita HORMATI, begitupun sebaliknya KAMI tidak akan memilih partai pendukung PENISTA AGAMA.	1	0	0	1	1	0	0	0	0	0	1	0	1
0	Jokowi mengatakan, sebuah negara akan kuat bila umaroh (pemerintah) dan ulama berjalan beriringan dan selalu bersilaturahmi.	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Tolol dan goblok sih pemain teriak gituh,ga mikir dampak nya fans masing2 jadi makin panas dan pemain nya sendiri yang rugi saat away takut nya terjadi apa2...harus cepat2 di atasi sebelum panas pisan'	1	1	1	0	0	0	0	0	1	1	0	0	1
0	Apakah Rasulullah orang kaya,   Rasulullah menggadaikan baju besinya ke orang yahudi, apa karena Rasulullah banyak harta..??? Mikir dong,  nah apa lagi ngutang dgn bunga/riba, apa Rasulullah suka...???'	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Setya Novanto sampe level tertentu akan pendendam. Tp ga akan bikin lawannya babak belur sampe mati.	1	0	1	0	0	0	0	0	1	1	0	0	1
1	Pasti ada hubungannya sama partai komunis dari Cina ini rezim antek antek aseng!	1	0	0	1	0	1	0	0	0	0	1	0	1
1	Apa KASN BERANI LAWAN?KL.IYA RAKYAT SALUT..!JGN HNY KY OMBUSMAN..KOAR2 TRS.DIEM.MANA HASILNYA?MALAH NGURUSI TKA DISULUT!APAAN TUH..TANAH ABANG DITUTUP.BUNGKAM.PD TAKUT ORMAS ATAU TAKUT G DPT/DISETUJUI BAGIAN APBD?KL NIAT UD USUT ,PASTI B	1	0	0	1	0	0	0	0	1	0	1	0	1
0	Seblak = pusing/mencret'	0	0	0	0	0	0	0	0	0	0	0	0	0
0	ada temen w lesbi tapi gak sampe troma jugaaih, xari temen baru aja, gak semua cewek yg tampangnya agak laki itu lesbi kok -_-'	0	0	0	0	0	0	0	0	0	0	0	0	0
0	ya emang NU musuh yg ditakuti PKI  coba lu baca buku sejarah banyak dijual BK membuat nasakom itu Krn kemauan BK untuk mengakomodir 3 partai besar pada masa itu  NU 'ikut' agar pemerintah tdk 100% dikuasai PKI 	0	0	0	0	0	0	0	0	0	0	0	0	0
1	HAHAHAHA... Anak monyet mana ngerto wong DONGO... Baca dt belakang "efilnikcufecin".. Keturunan monyet memang DONGO...	1	1	0	1	0	0	0	0	1	0	1	0	1
1	 anjir kebayang:('	0	1	0	0	0	0	0	0	0	0	0	0	1
0	Alhamdulillah Pak dekat lagi dengan ulama. Sering silaturahmi ke pesantten. Tiga tahun silam Pak JKW jarang ke pesantren. Bahkan ke ulama yang berseberangan, gak mau bertemu. Ada apa ya	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Persebaya kemarin gak menang.  Inggris kalah.  Timnas kalah. Kalahe karo malaysia sisan.  Ah taek mencret kabeh!'	1	1	0	1	0	0	0	0	1	0	1	0	1
0	Sekolah agama bukan pengukur iman seseorang.	0	0	0	0	0	0	0	0	0	0	0	0	0
0	Beli album dll adalah sebuah saksi bisu kehidupan ku.'	0	0	0	0	0	0	0	0	0	0	0	0	0
0	paham komunis dimata liberal adalah radikal, begitupun sebaliknya, trus knp masjid yg disasar??'	0	0	0	0	0	0	0	0	0	0	0	0	0
0	Sbb pro yahudi'	0	0	0	0	0	0	0	0	0	0	0	0	0
1	 Ke goblog an yang hqq ketika pacaran bertahun2 tapi gatau ketemu..fake ppl is everywhere.. mesakno se tapi kok heran aku wkwkwk'	0	1	0	0	0	0	0	0	0	0	0	0	1
1	Bagi Allah SWT dungu & biadab tak ada kata cukup sebelum semua kafir dihilangkan dari muka bumi & sisa hanya Mukmin	1	1	0	1	1	0	0	0	0	0	1	0	1
0	Tdk aneh juga krn konsultan asing selalu dipakai untuk memuluskan korupsi oleh pejabat pemerintah/BUMN, hal yg sama juga terjadi dlm perpanjangan konsesi melibatkan Deutchbank, Rostchild dan konsultan asing lainnya yg m	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Bodat KOMUNIS TOLOL'	1	1	1	0	0	1	0	0	0	1	0	0	1
1	rp haneul pada jualan memek di tl.yang on retweet'	0	1	0	0	0	0	0	0	0	0	0	0	1
1	Yang teriak susah pasti gak dapet jawabannya..dan lo gak bisa jawab kan? Simpel kok.. Dungu sok pinter mah kebaca bong!	1	1	1	0	0	0	0	0	1	1	0	0	1
1	lu kampang'	1	1	1	0	0	0	0	0	1	1	0	0	1
1	mau setya novanto tersangka atau alien kena.. tetap blokir jokowi , pecat jokowi.. tutup pintu istana buat jokowi	1	0	1	0	0	0	0	0	1	1	0	0	1
1	dengan senang hati. Si cewek tadi dilepasin dan si mbaknya naik ke angkutan umum itu. Jadilah di mbaknya di gang bang sama para rapist kunyuk itu. Setelah selesai, si mbaknya balik ke mobilnya. Sebelum ngegas pergi, dia bilang ke para rapist itu.'	1	1	0	1	0	0	0	1	0	0	1	0	1
0	Belum Sepaham dgn Kepemimpinan Pak JOKO WIDODO Aku dgn Kerendahan Hati mengajak Marilah Bersama sama, "Kita Dukung Pak JOKOWI 2 Priode Percayalah INDONESIA yg sudah Baik menjadi Jauh lebih baik Kerja kerja kerja Melayani RAKYATnya setelah 2019 s/d 2024 Ber	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Ustad ini melihatnya pake pantat'	1	1	1	0	0	0	0	0	1	1	0	0	1
1	He..hee negeri ini butuh orang2 yg jujur dlm bekerja spt Rezim skrg ini. Bukan para pengikut kamu Bani Cabul ; kampret yg hanya bisa menghembuskan fitnah, hoax, provokasi ; kebencian 	1	1	0	1	0	0	0	0	1	0	1	0	1
1	Ketawain aja.orang munafik mah kerjanya bgt.pendukung wan Abud asu semua.	1	1	0	1	0	0	0	0	1	0	1	0	1
0	Nampaknya istilah yang tepat untuk TKI Rental atau TKI Formalin adalah Pekerja Migran Rumah Tangga Outsourcing Persoalanya adalah, bagaimanakah status atau kedudukan hukum para	0	0	0	0	0	0	0	0	0	0	0	0	0
0	guru smk kota kediri siap sukseskan pilkada dan menolak berita hoax:	0	0	0	0	0	0	0	0	0	0	0	0	0
0	12. Di awal sambutannya, Presiden menyampaikan apresiasinya dapat bertemu dengan para kader PMII yang diyakini memiliki semangat tinggi sebagai pemuda muslim Tanah Air JokowiAjakMasyarakatOptimistis	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Begitulah pekaes yg doyan dgn pipis onta, ilmu jd nomor 2 yg utama adalah khutbahnya yg menyala-nyala dan berani mencaci Jokowi, yah itulah junjungannya kayak si pelari terlama sono tuh,,, wkwkwkwk.'	1	1	0	1	0	0	0	0	1	0	1	0	1
1	jgn gtu eek ayam anget'	1	1	1	0	0	0	0	0	1	1	0	0	1
0	Terbukti kampus kerakyatan. Kampus lain mu ngkin ga kepikiran jamban'	0	0	0	0	0	0	0	0	0	0	0	0	0
0	cinta itu buta dan tuli'	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Detik detik Presiden Indonesia, eh Gubernur Indonesia ? pak bertemu dengan Presiden Turki ; ; Tanpa teks, tanpa bingung lgsg nyrocos ngomong nampak sangat Akrab sekali. Beda dengan si itu... Ah sudahlah gak usah dibahas mmg kelia	1	0	1	0	0	0	0	0	1	1	0	0	1
1	Sapa dulu yang jual ke aseng? Lah ko pangeranya disodorin ke keluarga yg jual kekayaan bumi indonesia ke amerika? Mau kolaborasi jd antek aseng yah om?'	0	1	0	0	0	0	0	0	0	0	0	0	1
0	Hahaha sis tak pernah main sarahah ni. Ini agenda yahudi semata !! 	0	0	0	0	0	0	0	0	0	0	0	0	0
1	pertanyaan bodoh, kalau ini dijawab sama aja ikut dongo kata. om RG'	0	1	0	0	0	0	0	0	0	0	0	0	1
0	(cont.) kekerasan yang berujung pembunuhan bukan hal yang asing untuk Srene. Tapi kali ini ada sesuatu yang menarik karena pelaku kekerasanlah yang menjadi korban disini. Srene sesekali melirik ke arah Lucas, menukar pikiran dari tatap. L	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Preman kampungan monyong putih kok dikasih panggung merusak acara, enek liatnya'	1	1	1	0	0	0	0	0	1	1	0	0	1
0	Lg cari dukungan ke mr presiden aseng,'	0	0	0	0	0	0	0	0	0	0	0	0	0
1	 Gausah spoiler bangsad'	1	1	1	0	0	0	0	0	1	1	0	0	1
1	apaan babi'	0	1	0	0	0	0	0	0	0	0	0	0	1
1	PENJARAKAN PENISTA AGAMA !!! ATAU TURUN !!! 	1	0	1	0	1	0	0	0	0	0	0	1	1
0	TEMENNYA KAKAK GUE PERNAH. Kamu jurusan apaa  Aku Sastra Rusia nih  Pasti kamu komunis ya ????'	0	0	0	0	0	0	0	0	0	0	0	0	0
1	XL gembel bgt :('	0	1	0	0	0	0	0	0	0	0	0	0	1
1	maju lu sini babi '	1	1	1	0	0	0	0	0	1	1	0	0	1
1	Geblek yeh:)'	0	1	0	0	0	0	0	0	0	0	0	0	1
0	Nak tercabut jantung aku bdk bdk zaman skrg main mercun apa ni smpai bunyi mcm bom'	0	0	0	0	0	0	0	0	0	0	0	0	0
1	admin kok dendaman, gausa jd admin tolol'	1	1	1	0	0	0	0	0	1	1	0	0	1
0	Mas tolong sebutkan kitab suci agama mana yg fiksi?	0	0	0	0	0	0	0	0	0	0	0	0	0
1	TERORIS KAFIR BUDHA MYANMAR	1	1	0	1	1	1	0	0	0	0	1	0	1
0	China memang sangat agresif mengambil alih saham saham perusahaan tambang di dunia. China juga mengambil alih saham tambang milik Freeport di berbagai negara. China menaruh minat besar pada kepemilikan newmont dan Freeport dalam memperkuat rantai suply i	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Ngewe berapa'	0	1	0	0	0	0	0	0	0	0	0	0	1
1	Bubarkan DPR/DPRD...bentuk Pansus hak Angket dari rakyat utk bekukan DPR/DPRD	1	0	0	1	0	0	0	0	1	0	0	1	1
1	dehhh lg lg dia congor ban serep plonga plongo....politusi kutu kupret'	1	1	1	0	0	0	0	0	1	1	0	0	1
1	cacat lu'	1	1	1	0	0	0	1	0	0	1	0	0	1
0	Bravo pk jokowi tekan freeport utk kembalikan hak rakyat kelihatan sangat pro rakyat. Yang antek asing oknum penguasa, partai masa lalu yg jual saham freeport ke asing, tapi koarnya so pro rakyat,'	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MALUKUHEBAT ketika Maluku memiliki pasangan Gubernur dan Wakil Gubernur yang dlm kampanyenya memberikab edukasi politik yang benar. Bukan hanya soal isu sara dan agama yg sama sekali tdk relevan.	0	0	0	0	0	0	0	0	0	0	0	0	0
